title,author,publisher,publishing_date,pages,price,language,ISBN_13,complete_link,comments
CompTIA Data+ Study Guide: Exam DA0-001,Mike Chapple and Sharif Nijim,"Sybex, 1st edition",2022-03-25,368.0,34.49,English,978-1119845256,https://www.amazon.com/CompTIA-Data-Study-Guide-DA0-001/dp/1119845254/ref=sr_1_154?keywords=data+analysis&qid=1671164661&sr=8-154,NaN
RNA Sequencing: Principles and Data Analysis,Lara Ozkan,Independently published,2020-05-01,118.0,25.0,English,979-8680736388,https://www.amazon.com/RNA-Sequencing-Principles-Data-Analysis/dp/B08HTM7TGX/ref=sr_1_153?keywords=data+analysis&qid=1671164661&sr=8-153,NaN
Analysis of Panel Data (Econometric Society Monographs),Cheng Hsiao,"Cambridge University Press, 4th edition",2022-07-07,500.0,45.98,English,978-1009060752,https://www.amazon.com/Analysis-Panel-Econometric-Society-Monographs/dp/1009060759/ref=sr_1_150?keywords=data+analysis&qid=1671164661&sr=8-150,NaN
R for Dummies,Andrie de Vries and Joris Meys,"For Dummies, 2nd edition",2015-07-07,432.0,17.99,English,NaN,https://www.amazon.com/R-Dummies-Andrie-Vries/dp/1119055806/ref=sr_1_152?keywords=data+analysis&qid=1671164661&sr=8-152,NaN
Excel Dashboards & Reports for Dummies (for Dummies (Computer/Tech)),Michael Alexander,"For Dummies, 4th edition",2022-03-18,384.0,28.49,English,978-1119844396,https://www.amazon.com/Excel-Dashboards-Reports-Dummies-Computer/dp/1119844398/ref=sr_1_151?keywords=data+analysis&qid=1671164661&sr=8-151,NaN
"Spectrum Grades 6-8 Data Analysis & Probability Workbook—6th-8th Grade State Standards for Calculating Statistics, Probabilities, and Graph Data for Homeschool or Classroom (128 pgs)",NaN,"Spectrum, Workbook edition",2015-02-25,128.0,25.0,English,978-1483816630,https://www.amazon.com/Probability-Workbook-6th-8th-Calculating-Statistics-Probabilities/dp/148381663X/ref=sr_1_149?keywords=data+analysis&qid=1671164661&sr=8-149,NaN
Decisions Over Decimals: Striking the Balance between Intuition and Information,"Paul F. Magnone, Christopher J. Frank, et al.","Wiley, 1st edition",2022-10-04,256.0,31.3,English,978-1119898481,https://www.amazon.com/Decisions-Over-Decimals-Intuition-Information/dp/111989848X/ref=sr_1_148?keywords=data+analysis&qid=1671164661&sr=8-148,NaN
Excel 2023: The Ultimate Guide for Beginners To Become An Excel Master To Organize and Boost Your Productivity| Learn in Less Than 10 Minutes per Day With Step-by-step Pictures Tutorials,Arthur Fletcher,Independently published,2022-11-14,129.0,12.99,English,979-8363702990,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0250567IU3R3YXU9TSI&qualifier=1671164651&id=8356854621227402&widgetName=sp_mtf&url=%2FExcel-2023-Productivity-Step-step%2Fdp%2FB0BM3TTQHD%2Fref%3Dsr_1_84_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164651%26sr%3D8-84-spons%26psc%3D1,NaN
Multilevel and Longitudinal Modeling with IBM SPSS (Quantitative Methodology Series),"Ronald H. Heck, Scott L. Thomas, et al.","Routledge, 3rd edition",2022-04-12,484.0,56.95,English,978-0367424619,https://www.amazon.com/Multilevel-Longitudinal-Modeling-Quantitative-Methodology/dp/0367424614/ref=sr_1_147?keywords=data+analysis&qid=1671164661&sr=8-147,NaN
Talent Intelligence: Use Business and People Data to Drive Organizational Performance,Toby Culshaw,"Kogan Page, 1st edition",2022-10-25,256.0,41.99,English,978-1398607231,https://www.amazon.com/Talent-Intelligence-Business-Organizational-Performance/dp/1398607231/ref=sr_1_146?keywords=data+analysis&qid=1671164661&sr=8-146,NaN
Time Series: A Data Analysis Approach using R (Chapman & Hall/CRC Texts in Statistical Science),NaN,"Chapman and Hall/CRC, 1st edition",2019-05-17,271.0,57.34,English,NaN,https://www.amazon.com/Time-Analysis-Approach-Chapman-Statistical-ebook/dp/B07S1CN793/ref=sr_1_144?keywords=data+analysis&qid=1671164661&sr=8-144,NaN
Fundamentals of Music Processing: using Python and Jupyter Notebooks,Meinard Müller,"Springer, 2nd ed. 2021 edition",2021-04-10,526.0,77.07,English,978-3030698072,https://www.amazon.com/Fundamentals-Music-Processing-Jupyter-Notebooks/dp/3030698076/ref=sr_1_143?keywords=data+analysis&qid=1671164661&sr=8-143,NaN
Statistics for the Trading Floor: Data Science for Investing (for The Trading Floor Series),NaN,Independently published,2020-05-14,306.0,27.99,English,979-8644826551,https://www.amazon.com/Statistics-Trading-Floor-Science-Investing/dp/B088N8X379/ref=sr_1_142?keywords=data+analysis&qid=1671164661&sr=8-142,NaN
The Model Thinker: What You Need to Know to Make Data Work for You,"Scott E. Page, Jamie Renell, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Model-Thinker-What-Need-Know/dp/B08WHN4M7S/ref=sr_1_145?keywords=data+analysis&qid=1671164661&sr=8-145,NaN
Data Science Foundations Tools and Techniques (Addison-Wesley Data & Analytics Series),NaN,"Addison-Wesley Professional, 1st edition",2018-11-23,384.0,28.99,English,NaN,https://www.amazon.com/Programming-Skills-Data-Science-Addison-Wesley-ebook/dp/B07KMDCHT2/ref=sr_1_138?keywords=data+analysis&qid=1671164661&sr=8-138,NaN
An Introduction to Categorical Data Analysis,Alan Agresti,"Wiley-Interscience, 2nd edition",2007-03-23,400.0,121.99,English,NaN,https://www.amazon.com/Introduction-Categorical-Data-Analysis/dp/0471226181/ref=sr_1_139?keywords=data+analysis&qid=1671164661&sr=8-139,NaN
Data-Driven Organization Design: Delivering Perpetual Performance Gains Through the Organizational System,Rupert Morrison,"Kogan Page, 2nd edition",2021-10-26,440.0,48.17,English,NaN,https://www.amazon.com/Data-Driven-Organization-Design-Performance-Organizational/dp/1398603260/ref=sr_1_137?keywords=data+analysis&qid=1671164661&sr=8-137,NaN
"Python for Data Science: A Crash Course for Data Science and Analysis, Python Machine Learning and Big Data",Computer Science Academy,NaN,NaN,147.0,NaN,English,NaN,https://www.amazon.com/Python-Data-Science-Analysis-Learning-ebook/dp/B082TRL2RL/ref=sr_1_134?keywords=data+analysis&qid=1671164661&sr=8-134,NaN
Supervised Machine Learning for Text Analysis in R (Chapman & Hall/CRC Data Science Series),NaN,"Chapman and Hall/CRC, 1st edition",2021-10-22,402.0,43.52,English,NaN,https://www.amazon.com/Supervised-Machine-Learning-Analysis-Chapman/dp/0367554194/ref=sr_1_136?keywords=data+analysis&qid=1671164661&sr=8-136,NaN
Statistical Analysis with Excel for Dummies (for Dummies (Computer/Tech)),Joseph Schmuller,"For Dummies, 5th edition",2021-12-30,576.0,22.49,English,NaN,https://www.amazon.com/Statistical-Analysis-Excel-Dummies-Computer/dp/1119844541/ref=sr_1_135?keywords=data+analysis&qid=1671164661&sr=8-135,NaN
Think Stats: Exploratory Data Analysis,Allen B. Downey,"O'Reilly Media, 2nd edition",2014-11-11,226.0,25.49,English,978-1491907337,https://www.amazon.com/Think-Stats-Exploratory-Data-Analysis/dp/1491907339/ref=sr_1_133?keywords=data+analysis&qid=1671164661&sr=8-133,NaN
Data for All,John K. Thompson,Manning,2023-02-28,230.0,49.99,English,978-1633438774,https://www.amazon.com/Data-All-John-K-Thompson/dp/1633438775/ref=sr_1_204?keywords=data+analysis&qid=1671164670&sr=8-204,NaN
An Introduction to R: Data Analysis and Visualization (Research Skills),Mark Gardener,Pelagic Publishing,2023-05-05,384.0,37.99,English,NaN,https://www.amazon.com/Introduction-Analysis-Visualization-Research-Skills-ebook/dp/B0BMQWGVY1/ref=sr_1_201?keywords=data+analysis&qid=1671164670&sr=8-201,NaN
"Python: 3 books in 1- Your complete guide to python programming with Python for Beginners, Python Data Analysis and Python Machine Learning (Programming Languages for Beginners)",NaN,Independently published,2022-02-04,472.0,24.95,English,NaN,https://www.amazon.com/Python-programming-Beginners-Programming-Languages/dp/B09RLRHNGS/ref=sr_1_203?keywords=data+analysis&qid=1671164670&sr=8-203,NaN
"Statistical Analysis of fMRI Data, second edition (The MIT Press)",F. Gregory Ashby,"The MIT Press, second edition",2019-09-17,568.0,59.36,English,978-0262042680,https://www.amazon.com/Statistical-Analysis-fMRI-Data-Press/dp/0262042681/ref=sr_1_200?keywords=data+analysis&qid=1671164670&sr=8-200,NaN
Time Series for Data Science: Analysis and forecasting (Chapman & Hall/CRC Texts in Statistical Science),NaN,"Chapman and Hall/CRC, 1st edition",2022-08-01,506.0,96.0,English,NaN,https://www.amazon.com/Time-Data-Science-Forecasting-Statistical-ebook/dp/B0B69TN4BH/ref=sr_1_202?keywords=data+analysis&qid=1671164670&sr=8-202,NaN
Categorical Data Analysis (Wiley Series in Probability and Statistics),Alan Agresti,"Wiley-Interscience, 2nd edition",2002-07-22,734.0,31.3,English,NaN,https://www.amazon.com/Categorical-Analysis-Wiley-Probability-Statistics/dp/0471360937/ref=sr_1_198?keywords=data+analysis&qid=1671164670&sr=8-198,NaN
"Microsoft Office 365 for Beginners: The 1# Crash Course From Beginners To Advanced. Easy Way to Master The Whole Suite in no Time | Excel, Word, PowerPoint, OneNote, OneDrive, Outlook, Teams & Access",Leonard J. Ledger,Independently published,2022-09-26,131.0,18.97,English,979-8354840113,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A095594414G465SGQ2KVK&qualifier=1671164661&id=8763482864697680&widgetName=sp_mtf&url=%2FMicrosoft-Office-365-Beginners-PowerPoint%2Fdp%2FB0BGSNXP88%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164661%26sr%3D8-131-spons%26psc%3D1,NaN
"Beginners Guide to Data Visualization: How to Understand, Design, and Optimize Over 40 Different Charts (All Things Data)",NaN,Kenneth M Fornari,2022-10-11,222.0,15.99,English,978-1777967161,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06123853IL9EXIIFPLEJ&qualifier=1671164661&id=8763482864697680&widgetName=sp_mtf&url=%2FBeginners-Guide-Data-Visualization-Understand%2Fdp%2F1777967163%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164661%26sr%3D8-130-spons%26psc%3D1,NaN
Introduction to Machine Learning with R: Rigorous Mathematical Analysis,Scott V. Burger,"O'Reilly Media, 1st edition",2018-04-17,226.0,40.49,English,978-1491976449,https://www.amazon.com/Introduction-Machine-Learning-Rigorous-Mathematical/dp/1491976446/ref=sr_1_197?keywords=data+analysis&qid=1671164670&sr=8-197,NaN
Statistical Analysis with R for Dummies (for Dummies (Computers)),Joseph Schmuller,"For Dummies, 1st edition",2017-03-20,464.0,19.59,English,978-1119337065,https://www.amazon.com/Statistical-Analysis-Dummies-Computers/dp/1119337062/ref=sr_1_196?keywords=data+analysis&qid=1671164670&sr=8-196,NaN
Hands-On Exploratory Data Analysis with R: Become an expert in exploratory data analysis using R packages,Radhika Datar and Harish Garg,Packt Publishing,2019-05-31,266.0,30.99,English,978-1789804379,https://www.amazon.com/Hands-Exploratory-Data-Analysis-exploratory/dp/178980437X/ref=sr_1_194?keywords=data+analysis&qid=1671164670&sr=8-194,NaN
Mathematical Foundations for Data Analysis (Springer Series in the Data Sciences),NaN,"Springer, 1st ed. 2021 edition",2021-03-30,304.0,59.91,English,978-3030623401,https://www.amazon.com/Mathematical-Foundations-Analysis-Springer-Sciences/dp/3030623408/ref=sr_1_195?keywords=data+analysis&qid=1671164670&sr=8-195,NaN
Qualitative and Mixed Methods Data Analysis using Dedoose: A Practical Approach for Research Across the Social Sciences,"Michelle Suzanne Salmona, Eli Lieber, et al.","SAGE Publications, Inc, 1st edition",2019-09-21,280.0,48.99,English,978-1506397818,https://www.amazon.com/Qualitative-Mixed-Methods-Analysis-Dedoose/dp/1506397816/ref=sr_1_193?keywords=data+analysis&qid=1671164670&sr=8-193,NaN
Qualitative Data Analysis with NVivo,Kristi Jackson and Pat Bazeley,"SAGE Publications Ltd, Third edition",2019-05-31,376.0,47.85,English,978-1526449948,https://www.amazon.com/Qualitative-Data-Analysis-with-NVivo/dp/1526449943/ref=sr_1_191?keywords=data+analysis&qid=1671164670&sr=8-191,NaN
"An Introduction to Categorical Data Analysis, 3rd Edition (Wiley Series in Probability and Statistics)",Agresti,"Wiley, 3rd edition",2018-11-05,394.0,92.83,English,NaN,https://www.amazon.com/Introduction-Categorical-Analysis-Probability-Statistics/dp/1119405262/ref=sr_1_192?keywords=data+analysis&qid=1671164670&sr=8-192,NaN
"Big Data Analytics in Earth, Atmospheric and Ocean Sciences (Special Publications)",NaN,"American Geophysical Union, 1st edition",2022-11-08,352.0,161.06,English,978-1119467571,https://www.amazon.com/Analytics-Earth-Atmospheric-Ocean-Sciences/dp/1119467578/ref=sr_1_190?keywords=data+analysis&qid=1671164670&sr=8-190,NaN
"Pharmacokinetic and Pharmacodynamic Data Analysis: Concepts and Applications, Second Edition",Johan Gabrielsson and Daniel Weiner,"Swedish Pharmaceutical Press, 5th edition",2017-01-26,1040.0,233.6,English,978-9198299106,https://www.amazon.com/Pharmacokinetic-Pharmacodynamic-Data-Analysis-Applications/dp/9198299107/ref=sr_1_189?keywords=data+analysis&qid=1671164670&sr=8-189,NaN
Introduction to Environmental Data Science (Chapman & Hall/CRC Data Science Series),NaN,"Chapman and Hall/CRC, 1st edition",2023-03-02,399.0,99.95,English,978-1032322186,https://www.amazon.com/Introduction-Environmental-Data-Science-Chapman/dp/1032322187/ref=sr_1_187?keywords=data+analysis&qid=1671164670&sr=8-187,NaN
"SQL Practice Problems: 57 beginning, intermediate, and advanced challenges for you to solve using a “learn-by-doing” approach",Sylvia Moestl Vasilik,Independently published,2017-03-13,125.0,27.49,English,978-1520807638,https://www.amazon.com/SQL-Practice-Problems-learn-doing/dp/1520807635/ref=sr_1_188?keywords=data+analysis&qid=1671164670&sr=8-188,NaN
Essential R for Data Analysis: Data manipulation and visualization using R for beginning and intermediate users,PBR Books,NaN,NaN,146.0,NaN,English,NaN,https://www.amazon.com/Essential-Data-Analysis-manipulation-visualization-ebook/dp/B074YG6KZN/ref=sr_1_184?keywords=data+analysis&qid=1671164670&sr=8-184,NaN
R in Action: Data Analysis and Graphics with R,Dr. Rob Kabacoff,"Manning, 2nd edition",2015-06-06,608.0,51.0,English,978-1617291388,https://www.amazon.com/Action-Data-Analysis-Graphics/dp/1617291382/ref=sr_1_186?keywords=data+analysis&qid=1671164670&sr=8-186,NaN
Black Feminism in Qualitative Inquiry: A Mosaic for Writing Our Daughter's Body (Futures of Data Analysis in Qualitative Research),NaN,"Routledge, 1st edition",2019-02-07,146.0,38.81,English,978-1138486225,https://www.amazon.com/Feminism-Qualitative-Inquiry-Analysis-Research/dp/1138486221/ref=sr_1_185?keywords=data+analysis&qid=1671164670&sr=8-185,NaN
Everyday Adventures with Unruly Data,Melanie Feinberg,The MIT Press,2022-10-11,336.0,35.0,English,978-0262544405,https://www.amazon.com/Everyday-Adventures-Unruly-Melanie-Feinberg/dp/0262544407/ref=sr_1_182?keywords=data+analysis&qid=1671164670&sr=8-182,NaN
Machine Learning: A First Course for Engineers and Scientists,"Andreas Lindholm, Niklas Wahlström, et al.","Cambridge University Press, New edition",2022-06-02,350.0,69.99,English,NaN,https://www.amazon.com/Machine-Learning-Course-Engineers-Scientists/dp/1108843603/ref=sr_1_181?keywords=data+analysis&qid=1671164670&sr=8-181,NaN
Python Data Analysis - Second Edition,Armando Fandango,"Packt Publishing, 2nd Revised edition",2017-03-27,330.0,51.99,English,978-1787127487,https://www.amazon.com/Python-Data-Analysis-Armando-Fandango/dp/1787127486/ref=sr_1_251?keywords=data+analysis&qid=1671164678&sr=8-251,NaN
Exploratory Data Analysis with MATLAB (Chapman & Hall/CRC Computer Science & Data Analysis),NaN,"Chapman and Hall/CRC, 3rd edition",2017-08-07,832.0,41.49,English,NaN,https://www.amazon.com/Exploratory-Analysis-Chapman-Computer-Science-ebook/dp/B074MVTKM9/ref=sr_1_249?keywords=data+analysis&qid=1671164678&sr=8-249,NaN
Malware Data Science: Attack Detection and Attribution,Joshua Saxe and Hillary Sanders,No Starch Press,2018-09-25,272.0,44.83,English,978-1593278595,https://www.amazon.com/Malware-Data-Science-Detection-Attribution/dp/1593278594/ref=sr_1_252?keywords=data+analysis&qid=1671164678&sr=8-252,NaN
"Econometric Analysis of Cross Section and Panel Data, second edition (The MIT Press)",Jeffrey M. Wooldridge,"The MIT Press, second edition",2010-10-01,1096.0,115.0,English,978-0262232586,https://www.amazon.com/Econometric-Analysis-Cross-Section-Panel/dp/0262232588/ref=sr_1_250?keywords=data+analysis&qid=1671164678&sr=8-250,NaN
Become a Python Data Analyst: Perform exploratory data analysis and gain insight into scientific computing using Python,Alvaro Fuentes,Packt Publishing,2018-08-31,178.0,24.99,English,978-1789531701,https://www.amazon.com/Become-Python-Data-Analyst-exploratory/dp/1789531705/ref=sr_1_248?keywords=data+analysis&qid=1671164678&sr=8-248,NaN
Machine Learning Bookcamp: Build a portfolio of real-life projects,Alexey Grigorev,Manning,2021-11-23,472.0,35.99,English,NaN,https://www.amazon.com/Machine-Learning-Bookcamp-portfolio-real-life/dp/1617296813/ref=sr_1_247?keywords=data+analysis&qid=1671164678&sr=8-247,NaN
SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,"Upom Malik, Matt Goldwasser, et al.",Packt Publishing,2019-08-23,386.0,27.88,English,978-1789807356,https://www.amazon.com/SQL-Data-Analytics-efficient-analysis/dp/1789807352/ref=sr_1_246?keywords=data+analysis&qid=1671164678&sr=8-246,NaN
Practical Discrete Mathematics: Discover math principles that fuel algorithms for computer science and machine learning with Python,NaN,Packt Publishing,2021-02-22,330.0,62.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0248409K5R49SPUHIZU&qualifier=1671164670&id=7576373399363255&widgetName=sp_mtf&url=%2FPractical-Discrete-Mathematics-principles-algorithms%2Fdp%2F1838983147%2Fref%3Dsr_1_179_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-179-spons%26psc%3D1,NaN
"Microsoft 365: 11 Books in 1: The Ultimate All-in-One Bible to Master Excel, Word, PowerPoint, Outlook, OneNote, OneDrive, Access, Publisher, SharePoint, Teams and Visio with Step-by-Step Tutorials",Benjamin Zeldovich,Independently published,2022-12-05,560.0,24.14,English,979-8363221682,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A09661842IVR6QYPN8XPD&qualifier=1671164670&id=7576373399363255&widgetName=sp_mtf&url=%2FMicrosoft-All-One-Step-Step%2Fdp%2FB0BNV1PC8L%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-180-spons%26psc%3D1,NaN
Excel 2022: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials,Leonard J. Ledger,Independently published,2022-04-01,149.0,19.7,English,979-8444443675,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A02966671HIW0U1WCSPCQ&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FExcel-2022-Microsoft-step-step%2Fdp%2FB09X4YHJLW%2Fref%3Dsr_1_193_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-193-spons%26psc%3D1,NaN
Data Science from Scratch: First Principles with Python,Joel Grus,"O'Reilly Media, 1st edition",2015-04-30,330.0,44.97,English,978-1491901427,https://www.amazon.com/Data-Science-Scratch-Principles-Python/dp/149190142X/ref=sr_1_245?keywords=data+analysis&qid=1671164678&sr=8-245,NaN
Doing Data Science: Straight Talk from the Frontline,"""Cathy ONeil"" and Rachel Schutt","O'Reilly Media, 1st edition",2013-11-19,408.0,26.44,English,NaN,https://www.amazon.com/Doing-Data-Science-Straight-Frontline/dp/1449358659/ref=sr_1_243?keywords=data+analysis&qid=1671164678&sr=8-243,NaN
"Excel Data Analysis: Your visual blueprint for analyzing data, charts, and PivotTables",Paul McFedries,"Visual, 4th edition",2013-07-29,NaN,8.09,English,978-1118517147,https://www.amazon.com/Excel-Data-Analysis-blueprint-PivotTables/dp/1118517148/ref=sr_1_241?keywords=data+analysis&qid=1671164678&sr=8-241,"Explores all features and functions in two-color  packed with screenshots, numbered steps, and other visual graphics that clearly show you how to accomplish tasks"
An R Companion to Political Analysis,Philip H. Pollock and Barry Clayton Edwards,"CQ Press, Third edition",2022-08-16,416.0,69.06,English,978-1071862414,https://www.amazon.com/R-Companion-Political-Analysis/dp/1071862413/ref=sr_1_244?keywords=data+analysis&qid=1671164678&sr=8-244,NaN
Data and Analytics for Instructional Designers,Megan Torrance,Association for Talent Development,2023-04-11,240.0,32.99,English,978-1953946447,https://www.amazon.com/Analytics-Instructional-Designers-Megan-Torrance/dp/1953946445/ref=sr_1_242?keywords=data+analysis&qid=1671164678&sr=8-242,NaN
The Workflow of Data Analysis using Stata,J. Scott Long,"Stata Press, 1st edition",2008-12-10,379.0,75.95,English,NaN,https://www.amazon.com/Workflow-Data-Analysis-Using-Stata/dp/1597180475/ref=sr_1_240?keywords=data+analysis&qid=1671164678&sr=8-240,NaN
Big Data in Healthcare: Statistical Analysis of the Electronic Health Record (1),Farrokh Alemi,"AUPHA/HAP Book, 1st edition",2020-02-18,553.0,90.0,English,NaN,https://www.amazon.com/Big-Data-Healthcare-Statistical-Electronic/dp/1640550631/ref=sr_1_239?keywords=data+analysis&qid=1671164678&sr=8-239,NaN
Data Analysis for Database Design,David Howe,"Butterworth-Heinemann, 3rd edition",2001-05-31,336.0,28.45,English,NaN,https://www.amazon.com/Data-Analysis-Database-Design-David-ebook/dp/B001D0JCMS/ref=sr_1_237?keywords=data+analysis&qid=1671164678&sr=8-237,NaN
Applying Quantitative Bias Analysis to Epidemiologic Data (Statistics for Biology and Health),NaN,"Springer, 2nd ed. 2021 edition",2022-03-25,483.0,47.62,English,NaN,https://www.amazon.com/Applying-Quantitative-Bias-Analysis-to-Epidemiologic-Data-_Statistics-for-Biology-and-Health_/dp/3030826724/ref=sr_1_238?keywords=data+analysis&qid=1671164678&sr=8-238,NaN
Data Analysis for the Life Sciences with R,Rafael A. Irizarry and Michael I. Love,"Chapman and Hall/CRC, 1st edition",2016-07-25,376.0,47.68,English,NaN,https://www.amazon.com/Data-Analysis-Life-Sciences-R/dp/1498775675/ref=sr_1_236?keywords=data+analysis&qid=1671164678&sr=8-236,NaN
"Introduction to Mediation, Moderation, and Conditional Process Analysis: A Regression-Based Approach (Methodology in the Social Sciences)",NaN,"The Guilford Press, Third edition",2022-01-24,732.0,58.41,English,978-1462549030,https://www.amazon.com/Introduction-Mediation-Moderation-Conditional-Analysis/dp/1462549039/ref=sr_1_234?keywords=data+analysis&qid=1671164678&sr=8-234,NaN
Data Smart: using Data Science to Transform Information into Insight,John W. Foreman,"Wiley, 1st edition",2013-11-12,432.0,21.21,English,978-1118661468,https://www.amazon.com/Data-Smart-Science-Transform-Information/dp/111866146X/ref=sr_1_235?keywords=data+analysis&qid=1671164678&sr=8-235,NaN
Exploratory Data Analysis,John Tukey,"Pearson, 1st edition",1977-01-01,712.0,99.99,English,978-0201076165,https://www.amazon.com/Exploratory-Data-Analysis-John-Tukey/dp/0201076160/ref=sr_1_232?keywords=data+analysis&qid=1671164678&sr=8-232,NaN
Data Cartels: The Companies That Control and Monopolize Our Information,Sarah Lamdan,"Stanford University Press, 1st edition",2022-11-08,224.0,26.0,English,978-1503633711,https://www.amazon.com/Data-Cartels-Companies-Monopolize-Information/dp/1503633713/ref=sr_1_231?keywords=data+analysis&qid=1671164678&sr=8-231,NaN
"Data Analytics: Introduction and Guide to Data Science, Analysis, Artificial Intelligence and Machine Learning","Markus Schellander, Chris Johnson, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Data-Analytics-Markus-Schellander-audiobook/dp/B08176WPYJ/ref=sr_1_230?keywords=data+analysis&qid=1671164678&sr=8-230,NaN
